Date,BEDCAP_ICU,VENTCAP_ICU,BEDCAP_OTHER,VENTCAP_OTHER,COVID_NEWICU,COVID_ICU,COVID_NEWOTHER,COVID_OTHER,COVID_VENT,VENTCAP_TOTAL,NONCOVID_ICU,NONCOVID_OTHER,NONCOVID_VENT,COVID_HOSP
2022-01-02,5359,3318,57884,966,44,619,590,3655,298,4284,2225,32002,565,4274
2022-01-03,5359,3318,58173,966,29,645,700,4113,308,4284,2207,32587,552,4758
2022-01-04,5359,3314,59240,965,38,704,667,4618,336,4279,2272,34272,795,5322
2022-01-05,5360,3315,58714,965,48,739,806,5041,365,4280,2156,33914,816,5780
2022-01-06,5360,3315,58730,965,49,791,886,5340,370,4280,2330,35495,846,6131
2022-01-07,5359,3313,58482,961,36,865,921,5878,402,4274,2270,35321,821,6743
2022-01-08,5359,3313,58947,961,37,903,806,6277,403,4274,2116,32967,551,7180
2022-01-09,5359,3313,58840,961,21,914,819,6537,408,4274,2084,32738,529,7451
2022-01-10,5359,3313,59050,961,46,973,921,7115,428,4274,2174,35205,814,8088
2022-01-11,5359,3313,58851,961,40,1021,1041,7530,441,4274,2193,35040,826,8551
2022-01-12,5359,3313,59249,961,46,1029,1019,7950,463,4274,2213,35151,813,8979
2022-01-13,5359,3313,58826,961,44,1067,1038,8275,477,4274,2187,34394,821,9342
2022-01-14,5359,3314,58692,960,38,1096,999,8525,520,4274,2035,32070,752,9621
2022-01-15,5359,3314,59173,960,49,1121,1014,8865,544,4274,1998,32034,535,9986
2022-01-16,5359,3314,59172,960,39,1124,829,9135,560,4274,1961,31764,531,10259
2022-01-17,5359,3314,58636,960,44,1180,835,9408,577,4274,2066,33430,795,10588
2022-01-18,5359,3314,59191,960,54,1200,909,9387,590,4274,2110,34691,747,10587
2022-01-19,5359,3314,59302,960,56,1216,972,9527,589,4274,2111,34457,761,10743
2022-01-20,5359,3314,59233,960,38,1198,928,9523,606,4274,2105,34531,726,10721
2022-01-21,5368,3320,59372,965,47,1214,876,9437,630,4285,2007,32626,698,10651
2022-01-22,5368,3320,59049,965,31,1208,778,9465,624,4285,1999,31640,523,10673
2022-01-23,5368,3320,59220,965,41,1206,726,9630,620,4285,1952,31717,500,10836
2022-01-24,5368,3320,59389,965,45,1233,772,9789,638,4285,2097,34367,750,11022
2022-01-25,5368,3320,59307,965,41,1192,800,9542,643,4285,2125,34869,756,10734
2022-01-26,5373,3320,59126,965,25,1159,728,9395,618,4285,2135,34717,753,10554
2022-01-27,5373,3320,59066,965,39,1169,793,9279,640,4285,2137,34533,776,10448
2022-01-28,5373,3320,59408,964,45,1166,758,8903,636,4284,1991,33127,712,10069
2022-01-29,5373,3320,58517,964,33,1141,586,8770,597,4284,1955,31503,542,9911
2022-01-30,5373,3320,58496,964,27,1139,530,8831,587,4284,1950,31483,486,9970
2022-01-31,5373,3320,59310,964,41,1144,638,8812,596,4284,2058,34499,756,9956
2022-02-01,5373,3320,59297,964,32,1099,659,8609,569,4284,2117,35271,749,9708
2022-02-02,5373,3320,58989,964,33,1073,608,8321,578,4284,2115,35425,778,9394
2022-02-03,5374,3321,58595,964,31,1057,639,8092,550,4285,2137,34891,777,9149
2022-02-04,5374,3318,58638,966,38,1037,549,7795,531,4284,2128,34808,959,8832
2022-02-05,5374,3318,59119,966,30,1003,498,7592,522,4284,2163,34613,621,8595
2022-02-06,5374,3318,58684,966,25,1003,434,7588,522,4284,2109,34157,584,8591
2022-02-07,5374,3318,58908,966,28,1008,455,7493,537,4284,2170,35160,987,8501
2022-02-08,5374,3318,58267,966,30,976,565,7310,521,4284,2152,35061,969,8286
2022-02-09,5374,3318,57982,966,26,956,542,7150,519,4284,2176,34992,789,8106
2022-02-10,5374,3318,59095,966,30,920,494,6880,490,4284,2208,35992,790,7800
2022-02-11,5374,3333,58613,967,30,874,434,6618,466,4300,2215,35625,811,7492
2022-02-12,5374,3333,57774,967,23,846,394,6401,440,4300,2197,34066,606,7247
2022-02-13,5374,3333,58359,967,18,839,313,6492,429,4300,2110,33344,586,7331
2022-02-14,5374,3333,59020,967,17,805,395,6348,423,4300,2199,36321,762,7153
2022-02-15,5374,3333,59158,967,20,780,381,6153,421,4300,2215,36866,766,6933
2022-02-16,5374,3333,59363,967,21,767,425,5992,410,4300,2254,36913,775,6759
2022-02-17,5374,3336,59031,971,26,760,393,5801,398,4307,2161,36538,749,6561
2022-02-18,5374,3336,58935,971,15,730,350,5621,388,4307,2167,36520,616,6351
2022-02-19,5374,3336,58984,971,24,694,353,5513,373,4307,2096,33229,586,6207
2022-02-20,5374,3336,59073,971,19,680,292,5555,373,4307,2084,33581,593,6235
2022-02-21,5374,3336,58977,971,18,671,281,5506,361,4307,2111,33432,564,6177
2022-02-22,5374,3336,58551,971,9,659,340,5382,346,4307,2187,36155,751,6041
2022-02-23,5374,3336,58533,971,16,651,376,5302,346,4307,2223,36299,754,5953
2022-02-24,5374,3336,58593,971,37,627,308,5006,325,4307,2237,36593,758,5633
2022-02-25,5374,3326,59161,971,14,593,313,4832,312,4297,2179,37202,749,5425
2022-02-26,5374,3326,58909,971,13,581,300,4685,321,4297,2098,33841,594,5266
2022-02-27,5374,3326,58774,971,12,566,211,4671,302,4297,2106,33533,560,5237
2022-02-28,5374,3326,59246,971,15,570,247,4568,291,4297,2215,37176,740,5138
2022-03-01,5374,3326,59328,971,13,558,312,4431,293,4297,2128,35968,771,4989
2022-03-02,5374,3326,59328,971,14,547,341,4414,291,4297,2143,36018,792,4961
2022-03-03,5374,3326,59050,971,11,540,297,4326,261,4297,2268,37368,782,4866
2022-03-04,5374,3328,58953,972,16,513,251,4209,249,4300,2258,36898,801,4722
2022-03-05,5374,3328,58190,972,14,506,242,4110,236,4300,2157,33473,758,4616
2022-03-06,5374,3328,58538,972,16,508,229,4146,239,4300,2139,33512,766,4654
2022-03-07,5374,3328,59165,972,10,505,246,4145,245,4300,2251,37018,825,4650
2022-03-08,5374,3328,58319,972,12,492,268,4028,234,4300,2310,36688,843,4520
2022-03-09,5374,3328,58319,972,8,489,265,4060,230,4300,2320,36763,851,4549
2022-03-10,5374,3328,59307,972,8,467,249,3902,224,4300,2308,37708,827,4369
2022-03-11,5374,3324,57538,973,8,448,231,3810,216,4297,2279,35825,857,4258
2022-03-12,5374,3324,58631,973,10,440,217,3713,207,4297,2230,33781,693,4153
2022-03-13,5374,3324,58722,973,2,432,187,3722,194,4297,2208,33962,663,4154
2022-03-14,5367,3317,58366,973,15,435,246,3742,202,4290,2306,36501,789,4177
2022-03-15,5367,3317,59114,973,10,409,257,3722,191,4290,2327,37514,840,4131
2022-03-16,5367,3317,59112,973,7,404,257,3639,182,4290,2322,37354,823,4043
2022-03-17,5367,3317,59104,973,7,374,249,3567,176,4290,2403,37904,777,3941
2022-03-18,5367,3318,58530,972,11,359,260,3539,162,4290,2370,36937,798,3898
2022-03-19,5367,3318,57185,972,10,355,229,3523,166,4290,2303,33009,617,3878
2022-03-20,5367,3318,57061,972,8,364,222,3583,162,4290,2207,32803,613,3947
2022-03-21,5371,3320,57670,983,14,362,262,3628,170,4303,2258,36082,780,3990
2022-03-22,5367,3318,59188,972,13,365,309,3637,173,4290,2303,38055,788,4002
2022-03-23,5367,3318,59188,972,11,365,344,3645,169,4290,2309,38090,791,4010
2022-03-24,5369,3318,58869,972,13,368,290,3694,168,4290,2259,35282,782,4062
2022-03-25,5369,3316,59045,974,15,357,341,3668,169,4290,2275,35790,754,4025
2022-03-26,5369,3316,58134,974,16,358,321,3790,164,4290,2229,33193,632,4148
2022-03-27,5369,3316,57736,974,10,362,280,3872,163,4290,2232,32633,614,4234
2022-03-28,5369,3316,59086,974,17,374,344,3874,155,4290,2251,34954,792,4248
2022-03-29,5369,3316,58870,974,14,364,346,3999,166,4290,2369,37133,809,4363
2022-03-30,5369,3316,58868,974,15,354,357,4022,166,4290,2379,37136,830,4376
2022-03-31,5362,3309,59120,974,22,341,450,4185,156,4283,2408,35426,823,4526
2022-04-01,5362,3309,58532,970,16,339,425,4253,155,4279,2404,34304,812,4592
2022-04-02,5362,3309,58829,970,24,347,415,4347,154,4279,2359,33860,657,4694
2022-04-03,5362,3309,58922,970,15,345,414,4596,159,4279,2248,33683,637,4941
2022-04-04,5362,3309,58171,970,17,365,443,4746,173,4279,2305,35588,811,5111
2022-04-05,5362,3309,58868,970,19,358,493,4888,171,4279,2384,36899,817,5246
2022-04-06,5362,3309,58868,970,16,360,486,4887,172,4279,2383,36914,818,5247
2022-04-07,5187,3134,59012,970,19,373,559,5153,172,4104,2317,34862,824,5526
2022-04-08,5187,3134,58407,970,17,379,545,5135,178,4104,2295,34438,818,5514
2022-04-09,5187,3134,58403,970,14,389,450,5297,179,4104,2258,32972,674,5686
2022-04-10,5187,3134,58507,970,10,390,424,5518,169,4104,2225,32960,668,5908
2022-04-11,5187,3134,58184,970,20,401,534,5619,173,4104,2283,35113,818,6020
2022-04-12,5187,3134,57878,970,34,416,563,5821,183,4104,2302,35253,842,6237
2022-04-13,5187,3134,57878,970,27,420,538,5821,184,4104,2314,35206,847,6241
2022-04-14,5187,3134,58184,970,19,418,650,6091,184,4104,2249,33455,814,6509
2022-04-15,5187,3134,58389,970,28,443,566,6120,193,4104,2233,32955,657,6563
2022-04-16,5187,3134,57507,970,18,451,508,6162,185,4104,2198,31984,643,6613
2022-04-17,5187,3134,58109,970,16,444,457,6356,191,4104,2184,32050,650,6800
2022-04-18,5187,3134,58200,970,25,458,523,6550,194,4104,2212,32441,672,7008
2022-04-19,5187,3146,58881,968,22,454,554,6591,193,4114,2317,35984,831,7045
2022-04-20,5187,3146,58881,968,25,450,562,6554,189,4114,2317,35922,832,7004
2022-04-21,5187,3146,58886,968,15,428,537,6669,175,4114,2425,34423,839,7097
2022-04-22,5187,3144,58905,969,20,432,613,6628,173,4113,2403,34304,826,7060
2022-04-23,5185,3142,58498,971,26,455,516,6621,183,4113,2386,32745,653,7076
2022-04-24,5185,3142,58656,971,9,452,409,6727,187,4113,2229,32589,642,7179
2022-04-25,5185,3142,58532,971,25,453,515,6828,188,4113,2299,35254,814,7281
2022-04-26,5183,3140,58464,971,19,443,555,6756,185,4111,2297,33884,767,7199
2022-04-27,5185,3142,58461,969,22,454,560,6763,190,4111,2293,33886,770,7217
2022-04-28,5360,3317,59044,969,27,442,532,6740,183,4286,2410,34733,839,7182
2022-04-29,5360,3322,58960,972,24,415,530,6618,172,4294,2246,34405,818,7033
2022-04-30,5360,3322,58184,972,17,403,466,6550,171,4294,2242,32550,678,6953
2022-05-01,5360,3322,58254,972,21,434,355,6614,175,4294,2220,32290,666,7048
2022-05-02,5360,3322,58563,972,11,420,398,6692,172,4294,2319,35195,841,7112
2022-05-03,5360,3322,59088,972,11,420,481,6639,178,4294,2355,36489,816,7059
2022-05-04,5360,3322,59083,972,15,421,512,6662,178,4294,2353,34681,719,7083
2022-05-05,5179,3322,58013,972,14,399,450,6446,166,4294,2452,35520,828,6845
2022-05-06,5180,3353,58491,985,18,388,444,6302,155,4338,2468,35615,850,6690
2022-05-07,5180,3353,57959,985,18,377,379,6119,151,4338,2432,34438,719,6496
2022-05-08,5180,3353,57993,985,13,367,325,6226,149,4338,2291,33896,727,6593
2022-05-09,5180,3353,58892,985,16,356,358,6223,145,4338,2324,35903,868,6579
2022-05-10,5180,3353,58086,985,13,340,426,6067,148,4338,2370,35800,888,6407
2022-05-11,5180,3353,58086,985,16,344,448,6077,145,4338,2369,35822,886,6421
2022-05-12,5180,3353,58730,985,19,334,362,5834,141,4338,2419,34297,854,6168
2022-05-13,5180,3359,58858,988,13,319,383,5578,126,4347,2401,34349,854,5897
2022-05-14,5180,3359,58433,988,14,316,339,5478,128,4347,2312,32906,718,5794
2022-05-15,5180,3359,58403,988,10,329,272,5538,133,4347,2225,32911,701,5867
2022-05-16,5180,3359,58903,988,11,331,354,5503,138,4347,2272,34158,828,5834
2022-05-17,5180,3359,57735,988,15,329,377,5423,141,4347,2326,33687,857,5752
2022-05-18,5180,3359,57735,988,17,327,364,5392,140,4347,2323,33753,862,5719
2022-05-19,5180,3359,58472,988,14,327,318,5121,148,4347,2369,36646,856,5448
2022-05-20,5180,3353,58882,988,12,319,293,4685,153,4341,2357,36893,869,5004
2022-05-21,5180,3353,58704,988,18,308,263,4770,152,4341,2341,35271,708,5078
2022-05-22,5180,3353,58601,988,14,300,214,4747,146,4341,2331,34486,739,5047
2022-05-23,5180,3353,57979,988,9,295,235,4769,138,4341,2326,34672,707,5064
2022-05-24,5180,3353,58304,988,10,300,256,4699,143,4341,2405,36100,867,4999
2022-05-25,5180,3353,58304,988,7,296,284,4677,143,4341,2435,36233,847,4973
2022-05-26,5175,3352,59114,988,8,273,256,4435,123,4340,2429,32868,854,4708
2022-05-27,5175,3352,58781,986,5,250,261,4269,118,4338,2371,32501,831,4519
2022-05-28,5175,3352,58524,986,11,246,231,4146,113,4338,2395,31549,712,4392
2022-05-29,5175,3352,58173,986,10,247,208,4205,111,4338,2401,30905,716,4452
2022-05-30,5175,3352,58631,986,12,245,236,4148,112,4338,2429,32148,824,4393
2022-05-31,5175,3352,58652,986,9,231,262,3934,106,4338,2488,32782,890,4165
2022-06-01,5175,3352,58652,986,7,228,251,3901,109,4338,2493,32880,892,4129
2022-06-02,5175,3352,59070,986,6,217,266,3778,98,4338,2454,37806,828,3995
2022-06-03,5175,3347,57886,991,11,201,223,3639,86,4338,2303,36171,796,3840
2022-06-04,5175,3347,57133,991,4,194,144,3561,86,4338,2373,34859,687,3755
2022-06-05,5175,3347,57332,991,5,199,121,3530,93,4338,2353,34643,700,3729
2022-06-06,5175,3347,58903,991,11,196,249,3521,97,4338,2371,36964,731,3717
2022-06-07,5175,3347,58733,991,6,187,264,3445,95,4338,2406,37374,843,3632
2022-06-08,5175,3347,58734,991,10,190,256,3428,92,4338,2412,37498,844,3618
2022-06-09,5175,3347,59330,991,13,177,223,3333,86,4338,2445,38126,843,3510
2022-06-10,5175,3345,58885,992,10,176,257,3281,87,4337,2348,37458,837,3457
2022-06-11,5175,3345,58695,992,8,170,139,3278,84,4337,2351,36751,660,3448
2022-06-12,5175,3345,58938,992,11,168,127,3283,89,4337,2362,36534,676,3451
2022-06-13,5175,3345,58857,992,12,180,265,3277,86,4337,2371,37182,782,3457
2022-06-14,5175,3345,58191,992,11,167,222,3144,84,4337,2420,37085,823,3311
2022-06-15,5175,3345,58191,992,9,170,230,3132,84,4337,2441,37195,820,3302
2022-06-16,5175,3345,58248,992,4,157,244,3102,74,4337,2147,31474,725,3259
2022-06-17,5175,3348,57034,990,9,158,213,3012,72,4338,2156,30245,720,3170
2022-06-18,5175,3348,58578,990,6,150,133,3011,69,4338,2127,30697,698,3161
2022-06-19,5175,3348,57381,990,2,159,131,3053,70,4338,2114,30233,678,3212
2022-06-20,5175,3348,58797,990,24,170,311,3102,78,4338,2174,31594,734,3272
2022-06-21,5175,3348,58512,990,14,168,264,3124,81,4338,2161,31770,723,3292
2022-06-22,5175,3348,58494,990,10,166,290,3116,82,4338,2579,37579,817,3282
2022-06-23,5175,3348,59042,990,10,167,273,3082,81,4338,2390,33000,863,3249
2022-06-24,5175,3341,58179,988,8,156,228,3033,73,4329,2324,31959,870,3189
2022-06-25,5175,3341,58697,988,5,154,148,3022,74,4329,2284,31121,698,3176
2022-06-26,5175,3341,58147,988,6,163,124,3028,69,4329,2280,30639,665,3191
2022-06-27,5175,3341,58706,988,20,167,416,3178,70,4329,2329,32009,784,3345
2022-06-28,5175,3341,59752,988,9,168,270,3234,80,4329,2351,32940,711,3402
2022-06-29,5175,3341,59752,988,10,168,306,3238,83,4329,2363,32966,840,3406
2022-06-30,5177,3352,58439,992,6,178,279,3121,89,4344,2320,37071,808,3299
2022-07-01,5178,3352,58253,992,5,166,270,3178,87,4344,2290,35423,674,3344
2022-07-02,5179,3352,58316,992,4,166,162,3203,85,4344,2253,35734,670,3369
2022-07-03,5180,3352,58206,992,2,170,151,3264,83,4344,2295,35590,675,3434
2022-07-04,5181,3352,58219,992,18,182,521,3457,75,4344,2346,36469,807,3639
2022-07-05,5182,3352,59134,992,12,188,398,3510,82,4344,2402,37862,818,3698
2022-07-06,5182,3352,59134,992,12,189,405,3527,83,4344,2406,37875,814,3716
2022-07-07,5183,3353,58302,991,10,201,386,3615,82,4344,2395,36671,826,3816
2022-07-08,5183,3351,54249,988,18,200,368,3723,83,4339,2377,32672,815,3923
2022-07-09,5183,3351,58354,988,13,211,207,3741,80,4339,2276,35737,678,3952
2022-07-10,5183,3351,58226,988,5,208,187,3786,79,4339,2307,35554,660,3994
2022-07-11,5183,3351,57458,988,12,214,601,3986,79,4339,2331,35338,817,4200
2022-07-12,5183,3351,58243,988,18,223,463,4119,80,4339,2669,38082,830,4342
2022-07-13,5183,3351,58242,988,16,218,407,4121,81,4339,2360,36807,823,4339
2022-07-14,5183,3351,58239,987,9,213,468,4391,95,4338,2351,36442,773,4604
2022-07-15,5183,3360,58626,987,15,202,455,4371,88,4347,2295,36810,785,4573
2022-07-16,5183,3360,58448,987,9,194,230,4407,89,4347,2278,35549,654,4601
2022-07-17,5183,3360,58061,987,7,204,241,4548,85,4347,2259,34649,647,4752
2022-07-18,5183,3360,58662,987,33,229,738,4696,84,4347,2312,35681,779,4925
2022-07-19,5183,3360,58281,987,14,240,540,4944,91,4347,2387,36179,773,5184
2022-07-20,5183,3360,58281,987,14,238,542,4937,89,4347,2391,36243,775,5175
2022-07-21,5217,3373,57398,987,17,236,471,4983,90,4360,2334,35561,784,5219
2022-07-22,5217,3373,58332,987,17,245,490,4834,95,4360,2287,36307,810,5079
2022-07-23,5217,3373,57542,987,7,249,222,4832,93,4360,2273,34677,634,5081
2022-07-24,5217,3373,57495,987,3,250,237,5023,90,4360,2278,34342,615,5273
2022-07-25,5217,3373,58258,987,28,258,739,5089,99,4360,2312,35860,767,5347
2022-07-26,5217,3373,58031,987,20,276,525,5239,114,4360,2348,36093,777,5515
2022-07-27,5217,3373,58039,987,16,273,511,5223,114,4360,2356,36090,783,5496
2022-07-28,5217,3373,58515,987,17,283,430,5189,115,4360,2325,36175,780,5472
2022-07-29,5217,3373,58512,987,17,285,422,5028,114,4360,2274,35979,804,5313
2022-07-30,5217,3373,57694,987,13,285,209,4997,107,4360,2246,34320,656,5282
2022-07-31,5217,3373,57619,987,8,301,190,4969,108,4360,2190,34085,647,5270
2022-08-01,5217,3373,58312,987,30,291,537,5097,105,4360,2243,35029,669,5388
2022-08-02,5217,3373,58401,987,13,299,471,5165,108,4360,2314,35848,779,5464
2022-08-03,5217,3373,58401,987,15,300,490,5215,111,4360,2315,35862,776,5515
2022-08-04,5217,3373,58647,987,11,275,420,4991,115,4360,2291,36713,811,5266
2022-08-05,5217,3379,57471,988,10,264,379,4952,114,4367,2266,35263,767,5216
2022-08-06,5217,3379,58144,988,3,264,232,4882,112,4367,2245,35252,656,5146
2022-08-07,5217,3379,58274,988,2,266,180,4945,116,4367,2217,35247,653,5211
2022-08-08,5218,3380,58970,987,24,274,529,4896,107,4367,2281,36604,739,5170
2022-08-09,5218,3380,58577,987,13,262,421,5067,112,4367,2342,36739,802,5329
2022-08-10,5218,3380,58587,987,11,262,425,5074,113,4367,2343,36788,809,5336
2022-08-11,5218,3380,58908,987,21,262,329,4933,116,4367,2339,37070,877,5195
2022-08-12,5218,3358,58465,986,22,267,371,4837,125,4344,2330,36410,819,5104
2022-08-13,5218,3358,57580,986,11,260,195,4871,129,4344,2286,34976,686,5131
2022-08-14,5218,3358,57663,986,11,257,192,4928,126,4344,2265,34842,674,5185
2022-08-15,5218,3358,58209,986,24,248,462,4938,119,4344,2328,36088,815,5186
2022-08-16,5218,3358,57976,986,16,245,392,5030,115,4344,2389,36333,838,5275
2022-08-17,5218,3358,57950,986,15,248,398,5020,115,4344,2391,36343,823,5268
2022-08-18,5218,3358,58641,986,16,246,398,5008,117,4344,2350,36803,836,5254
2022-08-19,5218,3359,57831,985,21,245,409,4952,115,4344,2315,36123,854,5197
2022-08-20,5218,3359,57909,985,10,248,231,4935,119,4344,2271,35261,688,5183
2022-08-21,5218,3359,57844,985,7,253,184,5003,116,4344,2259,35009,686,5256
2022-08-22,5218,3359,58535,985,25,255,474,4965,107,4344,2290,36565,816,5220
2022-08-23,5217,3358,58795,986,13,262,398,5072,108,4344,2290,37012,820,5334
2022-08-24,5217,3358,58795,986,12,263,396,5077,108,4344,2292,36995,820,5340
2022-08-25,5217,3358,58461,986,20,249,386,4971,111,4344,2310,36701,802,5220
2022-08-26,5217,3363,58246,984,17,249,418,4905,107,4347,2331,36159,791,5154
2022-08-27,5217,3363,57322,984,12,261,285,4844,105,4347,2284,34580,672,5105
2022-08-28,5217,3363,57676,984,9,260,245,4910,100,4347,2287,34659,698,5170
2022-08-29,5217,3363,58020,984,25,272,535,4861,105,4347,2295,35886,805,5133
2022-08-30,5217,3363,58339,984,15,248,442,4823,108,4347,2346,36806,835,5071
2022-08-31,5217,3363,58339,984,14,244,424,4825,108,4347,2370,36873,830,5069
2022-09-01,5217,3363,57624,984,11,223,287,4692,98,4347,2348,36048,823,4915
2022-09-02,5217,3363,58119,991,12,212,285,4552,99,4354,2314,36316,796,4764
2022-09-03,5217,3363,57993,991,13,211,270,4552,94,4354,2263,35417,668,4763
2022-09-04,5217,3363,57895,991,11,207,270,4610,96,4354,2265,35161,689,4817
2022-09-05,5217,3363,57785,991,15,220,266,4501,95,4354,2304,35493,668,4721
2022-09-06,5217,3363,57821,991,13,218,364,4616,94,4354,2364,35839,809,4834
2022-09-07,5217,3363,57821,991,13,219,397,4618,95,4354,2383,35961,809,4837
2022-09-08,5401,3363,58723,991,16,214,285,4542,89,4354,2401,37415,834,4756
2022-09-09,5401,3363,58873,991,15,210,281,4439,84,4354,2373,37541,714,4649
2022-09-10,5401,3363,58172,991,14,212,165,4392,88,4354,2341,36099,693,4604
2022-09-11,5401,3363,58011,991,11,211,155,4421,91,4354,2336,35506,689,4632
2022-09-12,5401,3358,58780,986,26,213,392,4479,92,4344,2382,37102,809,4692
2022-09-13,5401,3358,59111,986,19,225,349,4460,96,4344,2394,38154,833,4685
2022-09-14,5401,3358,59111,986,21,224,343,4467,96,4344,2390,38151,830,4691
2022-09-15,5401,3358,59046,986,18,228,300,4416,93,4344,2401,38093,804,4644
2022-09-16,5401,3355,58505,983,20,226,277,4329,98,4338,2381,37326,807,4555
2022-09-17,5401,3355,56581,983,13,220,165,4280,96,4338,2324,34814,681,4500
2022-09-18,5401,3355,56965,983,12,226,151,4315,99,4338,2364,34912,654,4541
2022-09-19,5401,3355,58848,983,24,228,384,4406,97,4338,2399,37455,718,4634
2022-09-20,5401,3355,59155,983,21,229,276,4445,96,4338,2418,38191,818,4674
2022-09-21,5401,3355,59154,983,20,229,276,4444,96,4338,2417,38215,815,4673
2022-09-22,5401,3355,58991,983,21,216,445,4475,89,4338,2413,38084,830,4691
2022-09-23,5401,3357,57909,986,8,210,360,4502,78,4343,2403,36705,845,4712
2022-09-24,5401,3357,58060,986,14,216,295,4501,89,4343,2360,35933,684,4717
2022-09-25,5401,3357,58050,986,9,216,280,4509,95,4343,2369,35737,701,4725
2022-09-26,5393,3349,58135,986,20,227,479,4587,104,4335,2431,36652,832,4814
2022-09-27,5393,3349,58975,986,13,232,397,4813,95,4335,2434,38115,845,5045
2022-09-28,5393,3349,58975,986,12,230,363,4800,91,4335,2448,38205,841,5030
2022-09-29,5399,3349,58541,986,18,250,370,4933,100,4335,2414,37522,798,5183
2022-09-30,5399,3346,59010,985,7,247,377,4881,98,4331,2385,37895,726,5128
2022-10-01,5399,3346,58633,985,5,241,184,4839,100,4331,2378,36531,690,5080
2022-10-02,5399,3346,57936,985,3,235,181,4878,86,4331,2406,35794,693,5113
2022-10-03,5399,3346,58044,985,18,237,589,5087,93,4331,2447,36195,829,5324
2022-10-04,5399,3346,58742,985,11,236,377,5181,89,4331,2525,37694,908,5417
2022-10-05,5399,3346,58742,985,10,243,385,5179,91,4331,2521,37574,905,5422
2022-10-06,5399,3346,57968,985,8,238,382,5308,91,4331,2461,36897,911,5546
2022-10-07,5399,3348,58658,981,12,240,393,4864,101,4329,2418,37790,914,5104
2022-10-08,5399,3348,58523,981,4,238,203,5229,100,4329,2390,36211,737,5467
2022-10-09,5399,3348,58625,981,5,230,184,5266,106,4329,2344,35989,740,5496
2022-10-10,5399,3348,58512,981,14,249,473,5401,104,4329,2406,35430,721,5650
2022-10-11,5399,3348,58438,981,19,261,523,5694,104,4329,2482,36624,880,5955
2022-10-12,5399,3348,58438,981,19,262,539,5721,107,4329,2487,36654,875,5983
2022-10-13,5399,3348,58486,981,14,272,440,5818,103,4329,2503,37183,857,6090
2022-10-14,5399,3350,58925,979,11,269,475,5743,108,4329,2433,37643,853,6012
2022-10-15,5399,3350,58598,979,4,271,215,5719,110,4329,2369,36488,707,5990
2022-10-16,5399,3350,57948,979,3,287,222,5892,107,4329,2382,35708,708,6179
2022-10-17,5399,3350,58004,979,19,291,596,5943,113,4329,2382,36424,821,6234
2022-10-18,5399,3350,58881,979,6,286,448,5848,119,4329,2441,38040,827,6134
2022-10-19,5399,3350,58881,979,12,285,471,5867,121,4329,2456,38014,839,6152
2022-10-20,5399,3350,58360,980,9,280,430,6121,121,4330,2473,36819,860,6401
2022-10-21,5399,3344,58556,983,9,273,376,6149,112,4327,2458,35989,806,6422
2022-10-22,5399,3344,58195,983,14,284,403,6046,114,4327,2420,35496,710,6330
2022-10-23,5399,3344,58828,983,10,268,354,6141,114,4327,2424,35964,716,6409
2022-10-24,5399,3344,58847,983,31,277,546,6146,118,4327,2436,36966,855,6423
2022-10-25,5399,3344,58786,983,14,275,379,6114,110,4327,2487,37374,864,6389
2022-10-26,5399,3344,58786,983,14,275,379,6114,110,4327,2487,37374,864,6389
2022-10-27,5399,3344,58865,983,13,249,465,6126,112,4327,2497,37701,887,6375
2022-10-28,5399,3344,58142,981,12,253,407,6041,108,4325,2481,36395,870,6294
2022-10-29,5399,3344,58252,981,6,249,217,6049,107,4325,2477,35602,758,6298
2022-10-30,5399,3344,58732,981,4,245,197,5993,107,4325,2450,36050,731,6238
2022-10-31,5399,3344,57754,981,21,248,481,5986,102,4325,2478,35852,854,6234
2022-11-01,5399,3344,58509,981,10,251,431,6018,106,4325,2493,37094,874,6269
2022-11-02,5399,3344,58509,981,7,249,447,6010,104,4325,2507,37234,864,6259
2022-11-03,5399,3344,59294,981,23,269,482,6006,102,4325,2507,37596,892,6275
2022-11-04,5399,3340,58812,975,19,265,450,5841,98,4315,2500,37103,875,6106
2022-11-05,5399,3340,57753,975,13,270,308,5809,110,4315,2498,35743,771,6079
2022-11-06,5399,3340,58802,975,11,262,252,5837,110,4315,2450,34343,725,6099
2022-11-07,5399,3340,57753,975,26,253,551,5830,107,4315,2443,35900,833,6083
