country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-25,-6,39,,-15,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-26,-7,32,,-17,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-27,-2,32,,-18,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-28,-12,18,,-31,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-29,2,23,,-28,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-30,5,25,,-45,-1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-05-31,1,29,,-24,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-01,2,31,,-19,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-02,-1,34,,-14,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-03,-6,29,,-26,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-04,-9,18,,-30,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-05,-10,22,,-30,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-06,1,24,,-41,3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-07,-5,29,,-28,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-08,-5,39,,-22,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-09,-3,32,,-27,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-10,5,37,,-28,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-11,10,21,,-30,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-12,19,25,,-28,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-13,22,31,,-40,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-14,14,23,,-25,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-15,11,29,,-24,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-16,15,29,,-15,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-17,14,35,,-11,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-18,2,25,,-8,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-19,21,32,,-3,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-20,36,37,,-10,3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-21,13,20,,-5,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-22,15,33,,-2,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-23,15,29,,5,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-24,33,51,,10,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-25,8,19,,-2,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-26,8,24,,4,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-27,25,32,,4,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-28,17,37,,-3,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-29,16,33,,0,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-06-30,38,77,,19,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-01,-18,-8,,31,-66
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-02,11,35,,6,-43
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-03,20,23,,37,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-04,43,32,,83,3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-05,28,37,,5,-27
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-06,25,38,,-5,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-07,19,39,,-8,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-08,15,35,,-4,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-09,10,24,,9,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-10,23,26,,24,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-11,35,30,,16,8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-12,24,34,,6,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-13,20,31,,-4,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-14,18,35,,-5,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-15,19,39,,6,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-16,14,22,,20,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-17,19,27,,46,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-18,36,33,,25,7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-19,26,32,,18,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-20,23,33,,7,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-21,31,44,,16,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-22,28,43,,22,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-23,16,24,,40,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-24,23,26,,61,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-25,43,37,,59,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-26,28,42,,35,-27
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-27,24,38,,13,-25
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-28,28,42,,22,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-29,24,45,,33,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-30,25,35,,59,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-07-31,29,33,,103,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-01,37,36,,58,2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-02,24,9,,102,-64
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-03,29,44,,33,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-04,27,45,,23,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-05,27,44,,25,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-06,15,23,,51,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-07,20,25,,77,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-08,43,35,,68,12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-09,24,39,,38,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-10,23,43,,17,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-11,20,32,,19,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-12,23,37,,32,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-13,12,24,,45,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-14,32,27,,77,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-15,45,33,,78,9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-16,26,35,,46,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-17,22,35,,21,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-18,20,37,,20,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-19,21,38,,28,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-20,20,26,,46,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-21,21,26,,72,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-22,38,33,,68,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-23,19,34,,41,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-24,21,35,,27,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-25,18,34,,23,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-26,24,39,,35,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-27,17,23,,48,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-28,17,22,,71,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-29,24,28,,62,7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-30,21,38,,24,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-08-31,28,48,,21,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-01,25,42,,26,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-02,30,49,,31,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-03,19,25,,76,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-04,36,33,,113,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-05,43,44,,42,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-06,-16,-23,,115,-72
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-07,31,54,,21,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-08,16,40,,3,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-09,18,37,,-1,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-10,16,18,,16,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-11,32,20,,23,-2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-12,41,31,,17,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-13,27,31,,7,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-14,26,34,,3,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-15,21,30,,-4,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-16,27,33,,5,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-17,16,5,,12,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-18,33,22,,25,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-19,51,29,,17,12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-20,45,32,,3,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-21,25,31,,-5,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-22,17,26,,-9,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-23,19,28,,-3,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-24,11,12,,7,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-25,29,17,,18,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-26,38,30,,8,12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-27,15,18,,-7,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-28,27,34,,-6,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-29,33,41,,-4,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-09-30,33,36,,5,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-01,18,14,,8,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-02,18,11,,13,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-03,33,25,,4,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-04,24,24,,-2,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-05,29,34,,-7,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-06,27,33,,-5,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-07,29,36,,8,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-08,22,26,,44,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-09,33,33,,61,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-10,31,35,,2,1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-11,-16,-43,,70,-74
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-12,27,36,,12,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-13,19,33,,-5,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-14,22,28,,-8,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-15,13,19,,5,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-16,15,16,,1,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-17,33,30,,1,7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-18,18,23,,-10,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-19,17,25,,-10,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-20,27,32,,-10,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-21,24,29,,-11,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-22,9,9,,-1,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-23,26,18,,3,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-24,33,26,,-2,9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-25,16,18,,-10,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-26,15,24,,-14,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-27,25,28,,-13,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-28,30,31,,-11,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-29,21,18,,-5,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-30,29,26,,-7,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-10-31,25,28,,-12,2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-01,20,25,,-9,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-02,16,29,,-13,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-03,20,23,,-18,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-04,25,36,,-15,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-05,12,13,,-8,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-06,27,18,,-4,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-07,40,33,,-7,9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-08,24,29,,-7,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-09,23,30,,-11,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-10,25,35,,-7,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-11,19,30,,-2,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-12,11,7,,-11,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-13,23,16,,-2,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-14,27,22,,-1,3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-15,14,20,,-12,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-16,15,26,,-13,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-17,15,15,,-19,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-18,17,20,,-18,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-19,13,11,,-6,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-20,30,20,,22,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-21,29,29,,-15,1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-22,16,17,,-15,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-23,13,22,,-13,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-24,15,22,,-8,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-25,22,26,,-13,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-26,9,9,,-9,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-27,17,16,,-20,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-28,25,27,,-13,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-29,19,23,,-14,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-11-30,26,38,,-16,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-01,18,30,,-18,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-02,20,29,,-14,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-03,11,17,,-9,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-04,21,24,,-19,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-05,25,32,,-19,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-06,2,15,,-20,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-07,18,36,,-19,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-08,12,28,,-19,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-09,16,37,,-12,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-10,14,24,,-19,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-11,18,32,,-24,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-12,34,37,,-20,8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-13,24,45,,-14,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-14,25,46,,-19,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-15,14,37,,-16,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-16,27,50,,-16,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-17,14,32,,-8,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-18,15,30,,0,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-19,21,26,,-11,7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-20,25,50,,-13,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-21,33,66,,-2,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-22,42,87,,3,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-23,44,103,,9,-28
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-24,-7,49,,-19,-55
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-25,-80,-78,,0,-62
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-26,6,2,,-15,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-27,13,25,,1,-67
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-28,7,24,,2,-56
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-29,9,36,,-12,-48
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-30,14,53,,-11,-47
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2021-12-31,-10,31,,-34,-59
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-01,-59,-71,,-21,-53
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-02,-7,9,,-13,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-03,-2,32,,-18,-48
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-04,-2,30,,-22,-27
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-05,-6,32,,-23,-29
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-06,-12,24,,-33,-28
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-07,-23,2,,-40,-29
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-08,-16,13,,-32,-21
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-09,-17,8,,-47,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-10,-13,14,,-37,-29
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-11,-21,9,,-31,-28
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-12,-14,23,,-26,-27
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-13,-15,21,,-24,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-14,-20,8,,-31,-26
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-15,-21,6,,-36,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-16,-7,32,,-45,-3
